"treenum"	"date"	"HMS"	"obsnum"	"time"	"photo"	"cond"	"ci"	"trmmol"	"VpdL"	"Area"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"C2Mch"	"H2Mch"
91	7/25/1999 0:00:00	12/30/1899 11:42:34	1.00	241.42	0.84	2.34	349.00	11.00	0.84	1.00	0.00	2.43	18.88	16.46	20.07	356.10	355.20	8.89	11.06	37.89	47.14	500.50	49.74	1.50	93.28	-0.30	0.72
91	7/25/1999 0:00:00	12/30/1899 11:42:34	2.00	259.42	-2.02	2.26	352.00	10.80	0.84	1.00	0.00	2.43	18.88	16.49	20.08	354.50	354.20	9.00	11.13	38.35	47.41	500.60	49.93	0.24	93.28	-0.30	0.72
137	7/29/1999 0:00:00	12/30/1899 13:45:04	1.00	28.45	1.21	0.07	323.00	0.84	1.04	1.00	0.00	2.43	19.82	19.44	19.69	355.50	355.20	13.06	13.23	52.24	52.90	500.50	48.93	0.16	92.78	-3.20	0.48
137	7/29/1999 0:00:00	12/30/1899 13:45:04	2.00	57.70	-2.84	0.18	375.00	1.98	1.06	1.00	0.00	2.43	19.79	19.33	19.69	354.40	354.80	12.43	12.82	49.77	51.33	500.60	49.18	0.01	92.78	-3.20	0.48
90	7/25/1999 0:00:00	12/30/1899 11:49:29	1.00	128.17	2.48	0.86	344.00	6.63	0.95	1.00	0.00	2.43	18.81	16.45	20.07	357.10	356.10	8.56	9.87	36.65	42.26	500.50	50.07	0.28	93.29	-0.30	0.72
90	7/25/1999 0:00:00	12/30/1899 11:49:29	2.00	150.67	-0.83	0.84	353.00	6.63	0.97	1.00	0.00	2.43	18.82	16.44	20.06	357.50	357.20	8.37	9.69	35.83	41.45	500.40	50.19	0.56	93.29	-0.30	0.72
139	7/29/1999 0:00:00	12/30/1899 13:29:48	1.00	155.46	-1.56	0.56	353.00	4.25	0.84	1.00	0.00	2.43	19.58	18.99	19.56	353.00	353.00	13.81	14.65	56.04	59.44	500.50	51.01	0.38	92.79	-3.20	0.48
139	7/29/1999 0:00:00	12/30/1899 13:29:48	2.00	203.46	-1.73	0.11	371.00	0.95	0.80	1.00	0.00	2.43	19.53	18.94	19.51	349.90	350.20	14.87	15.05	60.53	61.29	500.40	50.85	0.19	92.78	-3.20	0.48
139	7/29/1999 0:00:00	12/30/1899 13:29:48	3.00	216.96	-1.66	0.20	360.00	1.74	0.82	1.00	0.00	2.43	19.52	18.93	19.50	351.60	351.80	14.39	14.74	58.66	60.05	500.50	51.03	0.12	92.79	-3.20	0.48
92	7/25/1999 0:00:00	12/30/1899 11:36:42	1.00	166.18	5.93	0.98	340.00	6.85	0.89	1.00	0.00	2.43	18.84	16.16	20.07	359.40	357.80	8.80	10.16	37.61	43.40	500.50	50.94	0.38	93.27	-0.30	0.72
92	7/25/1999 0:00:00	12/30/1899 11:36:42	2.00	231.43	7.05	1.48	339.00	8.76	0.87	1.00	0.00	2.43	18.87	16.23	20.07	358.00	355.90	8.73	10.46	37.23	44.62	500.50	50.83	0.73	93.28	-0.30	0.72
89	7/25/1999 0:00:00	12/30/1899 11:52:58	1.00	228.16	-3.78	0.92	361.00	7.35	1.00	1.00	0.00	2.43	18.87	16.74	20.07	358.00	358.20	8.29	9.74	35.34	41.54	500.50	49.30	0.12	93.29	-0.30	0.72
89	7/25/1999 0:00:00	12/30/1899 11:52:58	2.00	242.41	-7.48	0.75	370.00	6.19	0.98	1.00	0.00	2.43	18.88	16.77	20.07	355.40	356.50	8.77	9.99	37.39	42.60	500.50	49.14	0.33	93.29	-0.30	0.72
140	7/29/1999 0:00:00	12/30/1899 12:59:54	1.00	104.43	-5.13	0.21	389.00	1.88	0.87	1.00	0.00	2.43	19.92	19.11	19.98	351.70	353.50	13.81	14.55	54.89	57.84	250.20	50.32	0.26	92.80	0.00	0.53
140	7/29/1999 0:00:00	12/30/1899 12:59:54	2.00	129.18	-3.73	0.15	387.00	1.38	0.86	1.00	0.00	2.43	19.95	19.18	20.00	350.70	352.00	14.15	14.69	56.13	58.29	250.00	50.09	0.45	92.80	0.00	0.53
140	7/29/1999 0:00:00	12/30/1899 12:59:54	3.00	134.43	-7.83	0.23	405.00	2.01	0.86	1.00	0.00	2.43	19.95	19.19	20.01	349.60	352.40	13.89	14.68	55.11	58.25	250.10	50.17	0.01	92.80	0.00	0.53
136	7/29/1999 0:00:00	12/30/1899 13:36:36	1.00	55.71	0.54	0.44	346.00	3.77	0.90	1.00	0.00	2.43	19.40	18.79	19.35	353.80	353.50	12.93	13.67	53.07	56.12	500.50	49.51	0.39	92.78	-3.20	0.48
136	7/29/1999 0:00:00	12/30/1899 13:36:36	2.00	67.71	0.41	0.38	346.00	3.43	0.94	1.00	0.00	2.43	19.40	18.78	19.36	354.50	354.20	12.57	13.25	51.60	54.38	500.40	49.54	1.00	92.78	-3.20	0.48
138	7/29/1999 0:00:00	12/30/1899 13:53:44	1.00	19.94	-2.28	0.18	368.00	1.83	0.95	1.00	0.00	2.43	19.54	18.91	19.54	352.70	353.00	12.98	13.34	52.79	54.26	500.50	50.18	0.05	92.78	-3.20	0.48
138	7/29/1999 0:00:00	12/30/1899 13:53:44	2.00	34.94	0.77	0.16	339.00	1.60	0.93	1.00	0.00	2.43	19.54	18.89	19.55	352.40	352.10	13.19	13.51	53.66	54.94	500.50	50.21	0.13	92.78	-3.20	0.48
141	7/29/1999 0:00:00	12/30/1899 12:56:36	1.00	42.94	-7.39	0.55	371.00	3.55	0.71	1.00	0.00	2.43	20.18	19.39	20.24	347.40	349.90	15.22	16.61	59.50	64.95	250.00	51.11	0.35	92.80	0.00	0.53
141	7/29/1999 0:00:00	12/30/1899 12:56:36	2.00	52.69	-5.05	0.78	360.00	4.71	0.72	1.00	0.00	2.43	20.17	19.36	20.23	350.00	351.40	14.69	16.54	57.46	64.70	250.10	51.38	0.41	92.79	0.00	0.53
93	7/25/1999 0:00:00	12/30/1899 11:31:56	1.00	142.44	2.49	0.55	343.00	4.78	0.97	1.00	0.00	2.43	18.98	16.75	20.07	358.00	357.10	9.08	10.03	38.48	42.48	500.50	49.80	0.44	93.27	-0.30	0.72
93	7/25/1999 0:00:00	12/30/1899 11:31:56	2.00	186.68	10.50	0.86	327.00	6.68	0.96	1.00	0.00	2.43	18.97	16.73	20.07	360.40	357.90	8.84	10.16	37.46	43.06	500.40	49.83	1.25	93.28	-0.30	0.72
141	7/29/1999 0:00:00	12/30/1899 12:49:59	1.00	208.94	16.10	0.36	256.00	2.49	0.72	1.00	0.00	2.43	20.45	20.18	20.39	343.90	340.50	17.30	17.79	66.56	68.45	500.60	1199.00	0.55	92.80	0.00	0.53
141	7/29/1999 0:00:00	12/30/1899 12:49:59	2.00	221.69	28.10	4.81	316.00	14.10	0.79	1.00	0.00	2.43	20.44	20.18	20.39	352.40	345.80	14.29	17.05	54.98	65.60	500.50	1200.00	0.64	92.80	0.00	0.53
95	7/25/1999 0:00:00	12/30/1899 12:04:31	1.00	57.16	8.47	0.82	331.00	6.37	0.94	1.00	0.00	2.43	18.63	15.92	20.07	359.40	357.30	8.04	9.30	34.80	40.26	500.50	49.20	0.63	93.28	-0.30	0.72
95	7/25/1999 0:00:00	12/30/1899 12:04:31	2.00	71.41	5.50	0.78	338.00	6.03	0.93	1.00	0.00	2.43	18.64	15.89	20.07	359.30	357.80	8.24	9.43	35.65	40.81	500.50	49.35	0.86	93.28	-0.30	0.72
98	7/25/1999 0:00:00	12/30/1899 12:13:40	1.00	29.40	55.10	0.50	148.00	4.41	0.97	1.00	0.00	2.43	18.54	15.69	20.07	370.60	359.20	7.84	8.71	34.12	37.93	500.30	48.58	0.45	93.29	-0.30	0.72
98	7/25/1999 0:00:00	12/30/1899 12:13:40	2.00	73.65	4.05	0.41	333.00	3.80	0.98	1.00	0.00	2.43	18.58	15.99	20.08	357.80	356.80	8.21	8.96	35.64	38.91	500.60	51.05	0.04	93.29	-0.30	0.72
148	7/29/1999 0:00:00	12/30/1899 14:41:01	1.00	110.21	-0.92	0.01	422.00	0.24	1.23	1.00	0.00	2.43	20.30	20.05	20.13	348.90	349.10	12.02	12.07	46.67	46.86	500.50	50.25	0.26	92.80	1.30	0.11
148	7/29/1999 0:00:00	12/30/1899 14:41:01	2.00	119.96	2.44	-0.02	489.00	-0.37	1.29	1.00	0.00	2.43	20.32	20.03	20.16	349.00	348.60	11.55	11.48	44.78	44.50	500.50	50.57	0.85	92.80	1.30	0.11
96	7/25/1999 0:00:00	12/30/1899 12:07:01	1.00	38.40	2.91	0.45	340.00	4.20	1.02	1.00	0.00	2.43	18.59	15.98	20.07	359.30	358.40	7.80	8.63	33.84	37.45	500.50	50.09	0.26	93.28	-0.30	0.72
96	7/25/1999 0:00:00	12/30/1899 12:07:01	2.00	47.40	3.69	0.44	337.00	4.14	1.02	1.00	0.00	2.43	18.59	15.99	20.08	359.10	358.10	7.80	8.62	33.86	37.42	500.60	50.23	0.45	93.29	-0.30	0.72
99	7/25/1999 0:00:00	12/30/1899 12:16:18	1.00	68.64	2.97	0.23	333.00	2.24	0.96	1.00	0.00	2.43	18.58	15.79	20.07	361.20	360.50	8.47	8.92	36.79	38.72	500.50	51.10	0.35	93.29	-0.30	0.72
99	7/25/1999 0:00:00	12/30/1899 12:16:18	2.00	82.14	5.17	0.19	308.00	1.85	0.96	1.00	0.00	2.43	18.59	15.81	20.08	361.60	360.40	8.61	8.98	37.36	38.95	500.50	51.18	1.28	93.29	-0.30	0.72
150	7/29/1999 0:00:00	12/30/1899 14:52:46	1.00	167.20	2.32	0.05	275.00	1.01	1.64	1.00	0.00	2.43	22.27	22.13	22.04	350.10	349.60	10.97	11.17	37.76	38.44	500.60	50.11	0.55	92.79	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 14:52:46	2.00	218.20	2.54	-0.07	394.00	-1.38	1.71	1.00	0.00	2.43	22.42	22.29	22.21	349.80	349.40	10.91	10.64	37.19	36.26	500.20	50.33	0.05	92.80	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 15:09:16	1.00	95.68	13.80	9.08e-03	-2060.00	0.20	2.04	1.00	0.00	2.43	24.18	24.31	24.16	348.50	345.70	10.82	10.86	33.15	33.27	500.50	1199.00	0.22	92.78	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 15:09:16	2.00	226.18	8.58	-0.02	915.00	-0.49	1.93	1.00	0.00	2.43	23.80	23.98	23.77	347.20	345.60	11.54	11.44	36.18	35.87	500.50	1199.00	0.08	92.78	1.30	0.11
152	7/29/1999 0:00:00	12/30/1899 15:17:50	1.00	47.68	0.71	-0.19	344.00	-3.65	1.61	1.00	0.00	2.43	22.63	21.80	22.72	348.40	348.50	11.58	10.85	38.94	36.51	500.50	48.93	0.31	92.77	1.30	0.11
152	7/29/1999 0:00:00	12/30/1899 15:17:50	2.00	84.43	3.74	-0.26	359.00	-5.18	1.59	1.00	0.00	2.43	22.52	21.69	22.62	348.70	348.40	12.00	10.98	40.63	37.17	500.20	49.09	0.42	92.77	1.30	0.11
149	7/29/1999 0:00:00	12/30/1899 14:44:51	1.00	24.96	2.58	0.25	323.00	3.41	1.35	1.00	0.00	2.43	20.58	20.25	20.51	349.40	348.60	10.48	11.16	40.00	42.57	500.50	49.45	0.09	92.80	1.30	0.11
149	7/29/1999 0:00:00	12/30/1899 14:44:51	2.00	75.21	7.31	-7.9e-03	1800.00	-0.11	1.29	1.00	0.00	2.43	20.68	20.30	20.60	351.40	350.00	11.87	11.85	45.03	44.94	500.40	49.21	0.08	92.80	1.30	0.11
94	7/25/1999 0:00:00	12/30/1899 12:01:44	1.00	47.16	2.10	0.56	345.00	5.10	1.03	1.00	0.00	2.43	18.70	16.35	20.07	358.60	357.80	7.99	9.00	34.45	38.81	500.40	51.13	0.27	93.28	-0.30	0.72
94	7/25/1999 0:00:00	12/30/1899 12:01:44	2.00	58.41	2.46	0.55	343.00	5.03	1.02	1.00	0.00	2.43	18.70	16.36	20.08	358.60	357.80	8.06	9.05	34.72	39.02	500.50	51.00	0.27	93.29	-0.30	0.72
97	7/25/1999 0:00:00	12/30/1899 12:10:00	1.00	105.90	0.56	0.23	349.00	2.42	1.03	1.00	0.00	2.43	18.54	15.96	20.07	360.20	359.90	7.98	8.46	34.74	36.82	500.50	49.62	0.28	93.29	-0.30	0.72
97	7/25/1999 0:00:00	12/30/1899 12:10:00	2.00	140.40	4.19	0.21	321.00	2.22	1.01	1.00	0.00	2.43	18.56	16.01	20.07	361.20	360.20	8.26	8.70	35.93	37.84	500.50	49.66	0.09	93.29	-0.30	0.72
150	7/29/1999 0:00:00	12/30/1899 15:00:47	1.00	211.94	9.17	-0.07	522.00	-2.08	2.45	1.00	0.00	2.43	25.57	26.52	25.20	350.70	349.00	11.53	11.12	32.54	31.38	500.50	1199.00	0.08	92.79	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 15:00:47	2.00	218.69	9.73	-0.11	461.00	-3.28	2.43	1.00	0.00	2.43	25.63	26.56	25.25	351.70	350.00	12.01	11.36	33.77	31.95	500.50	1199.00	1.33	92.79	1.30	0.11
151	7/29/1999 0:00:00	12/30/1899 15:14:02	1.00	124.18	-3.76	-0.13	301.00	-2.67	1.71	1.00	0.00	2.43	23.16	22.25	23.23	353.30	354.20	11.10	10.57	36.16	34.44	500.60	49.33	0.45	92.76	1.30	0.11
151	7/29/1999 0:00:00	12/30/1899 15:14:02	2.00	138.43	-3.89	-0.11	289.00	-2.33	1.70	1.00	0.00	2.43	23.12	22.24	23.18	348.50	349.40	11.16	10.70	36.45	34.94	500.50	49.37	0.12	92.77	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 14:57:39	1.00	129.95	2.22	-0.22	354.00	-4.85	1.76	1.00	0.00	2.43	23.51	23.44	23.29	350.70	350.60	13.20	12.24	42.11	39.06	500.60	50.12	0.12	92.79	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 14:57:39	2.00	141.20	3.05	0.03	203.00	0.68	1.78	1.00	0.00	2.43	23.59	23.53	23.36	351.60	351.00	12.03	12.17	38.21	38.64	500.60	50.32	0.44	92.79	1.30	0.11
150	7/29/1999 0:00:00	12/30/1899 14:57:39	3.00	155.44	4.88	-0.04	498.00	-1.01	1.89	1.00	0.00	2.43	23.67	23.56	23.45	351.70	350.70	11.29	11.09	35.68	35.04	500.10	50.45	0.20	92.79	1.30	0.11
156	7/30/1999 0:00:00	12/30/1899 13:42:44	1.00	83.00	36.10	0.51	201.00	5.89	1.26	1.00	0.00	2.43	20.93	21.82	20.05	346.30	338.70	13.59	14.74	50.77	55.10	500.40	1198.00	0.79	92.87	1.40	0.02
156	7/30/1999 0:00:00	12/30/1899 13:42:44	2.00	99.50	42.70	0.39	133.00	4.49	1.21	1.00	0.00	2.43	20.95	21.94	20.06	345.90	337.10	14.53	15.41	54.23	57.52	500.70	1198.00	0.01	92.87	1.40	0.02
158	7/30/1999 0:00:00	12/30/1899 13:55:50	1.00	46.99	23.50	0.46	238.00	6.02	1.41	1.00	0.00	2.43	21.28	22.84	20.06	344.90	339.80	13.72	14.91	50.19	54.52	500.70	1198.00	0.22	92.88	1.40	0.02
158	7/30/1999 0:00:00	12/30/1899 13:55:50	2.00	60.49	11.10	0.05	-9.37	0.80	1.42	1.00	0.00	2.43	21.30	22.91	20.05	340.80	338.50	14.80	14.96	54.08	54.66	500.60	1201.00	0.08	92.88	1.40	0.02
155	7/30/1999 0:00:00	12/30/1899 13:29:01	1.00	54.02	49.60	4.50	289.00	18.20	1.05	1.00	0.00	2.43	20.75	21.28	20.05	350.80	339.70	12.48	16.06	47.17	60.68	500.70	1199.00	0.96	92.88	1.40	0.02
155	7/30/1999 0:00:00	12/30/1899 13:29:01	2.00	63.77	39.50	2.30	284.00	13.90	1.07	1.00	0.00	2.43	20.73	21.27	20.04	347.80	339.00	13.09	15.82	49.55	59.89	500.50	1198.00	0.00	92.88	1.40	0.02
155	7/30/1999 0:00:00	12/30/1899 13:29:01	3.00	72.02	49.90	2.85	277.00	15.00	1.04	1.00	0.00	2.43	20.73	21.25	20.04	349.30	338.30	13.16	16.11	49.81	60.97	500.50	1200.00	0.27	92.88	1.40	0.02
154	7/30/1999 0:00:00	12/30/1899 13:18:36	1.00	15.78	40.80	0.49	172.00	9.48	2.08	1.00	0.00	2.43	25.10	27.55	23.15	345.70	336.90	15.51	17.38	45.05	50.46	500.00	1200.00	0.04	92.88	1.40	0.02
154	7/30/1999 0:00:00	12/30/1899 13:18:36	2.00	27.78	45.70	0.41	127.00	8.12	2.05	1.00	0.00	2.43	24.96	27.43	23.01	345.50	335.90	15.86	17.45	46.42	51.08	500.70	1199.00	0.33	92.88	1.40	0.02
157	7/30/1999 0:00:00	12/30/1899 13:46:29	1.00	13.25	44.40	0.72	210.00	9.34	1.53	1.00	0.00	2.43	21.28	23.02	20.04	350.50	341.00	12.13	13.97	44.36	51.09	500.60	1202.00	0.13	92.88	1.40	0.02
157	7/30/1999 0:00:00	12/30/1899 13:46:29	2.00	44.75	33.10	0.55	221.00	7.53	1.52	1.00	0.00	2.43	21.30	23.05	20.05	349.80	342.70	12.65	14.13	46.20	51.62	500.50	1199.00	0.17	92.88	1.40	0.02
157	7/30/1999 0:00:00	12/30/1899 13:46:29	3.00	53.00	33.30	0.26	114.00	3.94	1.50	1.00	0.00	2.43	21.31	23.06	20.05	348.00	341.10	13.49	14.26	49.24	52.08	500.70	1198.00	0.08	92.88	1.40	0.02
153	7/30/1999 0:00:00	12/30/1899 13:30:40	1.00	210.76	24.00	0.27	180.00	3.61	1.35	1.00	0.00	2.43	20.64	21.32	20.05	347.70	342.60	12.14	12.85	46.20	48.91	500.20	1200.00	0.31	92.88	1.40	0.02
153	7/30/1999 0:00:00	12/30/1899 13:30:40	2.00	233.26	23.40	0.10	-43.60	1.29	1.20	1.00	0.00	2.43	20.66	21.38	20.05	343.30	338.50	14.35	14.61	54.54	55.51	500.50	1199.00	0.09	92.89	1.40	0.02
108	7/28/1999 0:00:00	12/30/1899 11:39:47	1.00	19.18	30.30	0.20	84.70	1.77	0.87	1.00	0.00	2.43	17.99	18.22	17.88	351.80	345.60	12.82	13.17	57.77	59.35	500.50	1199.00	0.95	93.27	1.10	-0.01
108	7/28/1999 0:00:00	12/30/1899 11:39:47	2.00	96.43	27.70	0.23	140.00	2.18	0.92	1.00	0.00	2.43	18.08	18.30	17.97	351.40	345.70	12.31	12.74	55.19	57.12	500.20	1199.00	0.31	93.27	1.10	-0.01
111	7/28/1999 0:00:00	12/30/1899 12:32:09	1.00	33.57	33.60	0.72	239.00	6.35	1.04	1.00	0.00	2.43	20.07	19.94	19.92	344.80	337.60	12.66	13.91	50.09	55.04	500.50	1200.00	0.28	93.24	1.10	-0.01
111	7/28/1999 0:00:00	12/30/1899 12:32:09	2.00	44.82	35.40	0.52	203.00	4.93	1.05	1.00	0.00	2.43	20.09	20.00	19.95	343.50	336.10	12.95	13.92	51.15	54.99	500.40	1200.00	0.08	93.23	1.10	-0.01
160	7/30/1999 0:00:00	12/30/1899 13:01:25	1.00	60.69	24.10	0.52	247.00	12.40	2.60	1.00	0.00	2.43	29.36	28.85	29.56	353.20	347.50	12.53	14.97	28.34	33.84	500.70	1202.00	0.89	92.89	1.40	0.02
160	7/30/1999 0:00:00	12/30/1899 13:01:25	2.00	69.69	26.10	0.51	240.00	12.40	2.63	1.00	0.00	2.43	29.36	28.82	29.55	354.50	348.40	12.11	14.55	27.39	32.92	500.60	1201.00	0.02	92.88	1.40	0.02
163	7/30/1999 0:00:00	12/30/1899 12:32:17	1.00	11.72	10.40	0.43	298.00	7.68	1.89	1.00	0.00	2.43	26.88	26.99	26.79	355.50	352.80	16.68	18.19	43.60	47.54	500.40	1200.00	0.46	92.89	1.40	0.02
163	7/30/1999 0:00:00	12/30/1899 12:32:17	2.00	85.21	26.90	0.25	158.00	5.57	2.17	1.00	0.00	2.43	27.33	27.64	27.19	356.00	350.20	15.59	16.68	39.68	42.46	500.50	1199.00	0.31	92.89	1.40	0.02
163	7/30/1999 0:00:00	12/30/1899 12:32:17	3.00	99.46	18.00	0.14	126.00	3.14	2.14	1.00	0.00	2.43	27.41	27.75	27.26	355.50	351.70	16.61	17.22	42.08	43.64	500.50	1199.00	0.20	92.88	1.40	0.02
163	7/30/1999 0:00:00	12/30/1899 12:32:17	4.00	127.21	28.30	0.25	147.00	5.46	2.17	1.00	0.00	2.43	27.57	27.94	27.41	359.10	353.10	16.30	17.38	40.91	43.61	500.60	1200.00	0.49	92.89	1.40	0.02
161	7/30/1999 0:00:00	12/30/1899 12:45:39	1.00	57.20	28.00	0.35	197.00	7.23	2.10	1.00	0.00	2.43	27.47	26.94	27.68	354.40	348.30	14.35	15.77	36.22	39.81	500.60	1199.00	0.11	92.88	1.40	0.02
161	7/30/1999 0:00:00	12/30/1899 12:45:39	2.00	72.20	25.30	0.48	240.00	9.37	2.10	1.00	0.00	2.43	27.47	26.94	27.66	354.20	348.50	13.90	15.74	35.10	39.75	500.50	1199.00	0.16	92.88	1.40	0.02
161	7/30/1999 0:00:00	12/30/1899 12:45:39	3.00	99.95	24.90	0.66	261.00	12.50	2.17	1.00	0.00	2.43	27.45	26.97	27.63	351.90	346.10	12.66	15.12	32.00	38.23	500.40	1201.00	0.13	92.88	1.40	0.02
110	7/28/1999 0:00:00	12/30/1899 12:28:31	1.00	23.33	24.70	0.44	232.00	4.02	0.97	1.00	0.00	2.43	19.54	19.43	19.49	343.70	338.70	13.02	13.82	53.30	56.54	500.30	1198.00	0.46	93.23	1.10	-0.01
110	7/28/1999 0:00:00	12/30/1899 12:28:31	2.00	44.33	16.40	0.32	242.00	3.11	0.99	1.00	0.00	2.43	19.60	19.63	19.52	340.20	336.70	13.32	13.93	54.27	56.77	500.50	1198.00	0.06	93.24	1.10	-0.01
110	7/28/1999 0:00:00	12/30/1899 12:28:31	3.00	53.33	25.90	0.33	193.00	3.19	0.98	1.00	0.00	2.43	19.62	19.64	19.54	341.20	335.80	13.37	14.00	54.40	56.96	500.60	1199.00	0.19	93.24	1.10	-0.01
110	7/28/1999 0:00:00	12/30/1899 12:28:31	4.00	68.33	37.40	0.63	219.00	5.66	1.02	1.00	0.00	2.43	19.66	19.77	19.57	346.70	338.80	12.74	13.85	51.68	56.20	500.70	1199.00	0.48	93.24	1.10	-0.01
159	7/30/1999 0:00:00	12/30/1899 12:50:15	1.00	104.45	36.30	0.58	218.00	11.70	2.23	1.00	0.00	2.43	28.25	28.26	28.24	356.60	348.50	15.16	17.46	36.58	42.12	500.50	1200.00	0.17	92.88	1.40	0.02
159	7/30/1999 0:00:00	12/30/1899 12:50:15	2.00	115.70	32.80	0.56	226.00	11.80	2.32	1.00	0.00	2.43	28.30	28.33	28.30	355.30	347.90	14.39	16.71	34.61	40.21	500.70	1198.00	0.71	92.88	1.40	0.02
164	7/30/1999 0:00:00	12/30/1899 12:35:42	1.00	56.96	26.50	0.29	187.00	6.16	2.10	1.00	0.00	2.43	27.91	27.73	27.86	360.20	354.50	16.43	17.64	40.44	43.42	500.30	1197.00	0.46	92.89	1.40	0.02
164	7/30/1999 0:00:00	12/30/1899 12:35:42	2.00	68.96	23.90	0.40	235.00	8.03	2.09	1.00	0.00	2.43	27.94	27.79	27.90	359.20	353.80	16.28	17.86	40.00	43.87	500.60	1200.00	0.67	92.89	1.40	0.02
107	7/28/1999 0:00:00	12/30/1899 11:34:54	1.00	123.94	21.70	0.14	90.10	1.21	0.79	1.00	0.00	2.43	17.81	17.69	17.74	344.60	340.10	13.02	13.26	59.34	60.43	500.50	1199.00	0.86	93.28	1.10	-0.01
107	7/28/1999 0:00:00	12/30/1899 11:34:54	2.00	134.44	41.00	0.20	-7.57	1.63	0.79	1.00	0.00	2.43	17.82	17.72	17.75	348.40	340.10	12.97	13.29	59.06	60.53	500.60	1200.00	0.62	93.28	1.10	-0.01
109	7/28/1999 0:00:00	12/30/1899 12:17:20	1.00	96.84	30.80	0.22	96.10	2.16	0.97	1.00	0.00	2.43	18.65	18.85	18.49	346.00	339.70	12.55	12.97	54.24	56.08	500.50	1199.00	0.38	93.25	1.10	-0.01
109	7/28/1999 0:00:00	12/30/1899 12:17:20	2.00	163.59	30.00	0.42	208.00	3.92	0.98	1.00	0.00	2.43	18.80	19.00	18.64	348.00	341.80	12.30	13.08	52.68	56.00	500.60	1199.00	0.22	93.25	1.10	-0.01
106	7/28/1999 0:00:00	12/30/1899 11:24:31	1.00	165.70	23.80	0.13	39.50	1.14	0.83	1.00	0.00	2.43	17.72	17.97	17.61	349.70	344.90	13.02	13.24	59.69	60.71	500.50	1200.00	1.50	93.28	1.10	-0.01
106	7/28/1999 0:00:00	12/30/1899 11:24:31	2.00	180.70	21.10	0.14	101.00	1.29	0.85	1.00	0.00	2.43	17.73	17.94	17.62	348.60	344.30	12.75	13.01	58.43	59.60	500.40	1200.00	0.12	93.28	1.10	-0.01
162	7/30/1999 0:00:00	12/30/1899 12:22:34	1.00	208.22	5.98	0.07	219.00	1.53	1.81	1.00	0.00	2.43	24.84	24.93	24.71	353.20	351.90	14.34	14.64	42.28	43.17	500.50	1200.00	0.13	92.88	1.40	0.02
162	7/30/1999 0:00:00	12/30/1899 12:22:34	2.00	219.47	12.60	0.07	60.70	1.39	1.79	1.00	0.00	2.43	24.91	25.02	24.77	354.10	351.50	14.69	14.96	43.13	43.93	500.40	1200.00	0.24	92.89	1.40	0.02
162	7/30/1999 0:00:00	12/30/1899 12:22:34	3.00	236.72	9.23	0.28	284.00	5.11	1.81	1.00	0.00	2.43	25.03	25.14	24.88	353.30	351.10	14.04	15.05	40.95	43.88	500.50	1200.00	0.06	92.89	1.40	0.02
118	7/28/1999 0:00:00	12/30/1899 14:07:52	1.00	7.88	18.40	0.32	238.00	5.05	1.59	1.00	0.00	2.43	23.57	23.65	23.51	349.40	345.40	13.46	14.45	42.95	46.12	500.60	1199.00	0.11	93.15	1.10	-0.01
118	7/28/1999 0:00:00	12/30/1899 14:07:52	2.00	22.88	19.30	0.01	-1960.00	0.23	1.62	1.00	0.00	2.43	23.62	23.75	23.54	349.90	346.10	14.27	14.31	45.40	45.55	500.50	1200.00	0.12	93.16	1.10	-0.01
118	7/28/1999 0:00:00	12/30/1899 14:07:52	3.00	38.63	16.20	0.42	268.00	6.56	1.65	1.00	0.00	2.43	23.68	23.84	23.59	350.30	346.60	12.89	14.18	40.86	44.96	500.60	1199.00	0.64	93.15	1.10	-0.01
172	7/30/1999 0:00:00	12/30/1899 14:54:10	1.00	50.46	8.94	-0.18	414.00	-3.16	1.41	1.00	0.00	2.43	20.38	20.80	20.05	354.60	353.10	12.04	11.42	46.56	44.15	500.60	1198.00	0.46	92.89	1.50	0.15
172	7/30/1999 0:00:00	12/30/1899 14:54:10	2.00	110.46	7.89	-0.23	392.00	-3.92	1.41	1.00	0.00	2.43	20.42	20.92	20.06	351.70	350.40	12.37	11.59	47.71	44.72	500.50	1200.00	0.35	92.89	1.50	0.15
122	7/28/1999 0:00:00	12/30/1899 13:37:25	1.00	34.16	22.20	0.28	202.00	3.32	1.19	1.00	0.00	2.43	20.20	20.12	20.11	349.10	344.40	11.94	12.60	46.84	49.41	500.50	1201.00	0.22	93.19	1.10	-0.01
122	7/28/1999 0:00:00	12/30/1899 13:37:25	2.00	46.91	18.70	0.28	222.00	3.33	1.21	1.00	0.00	2.43	20.20	20.08	20.09	349.10	345.10	11.67	12.33	45.80	48.38	500.40	1201.00	0.46	93.19	1.10	-0.01
